,num_airplane,sref,velocity,alpha
8482,3,0.5,170,18
15891,4,1.5,165,10
5327,2,0.5,320,8
8930,3,0.5,135,-10
6592,2,1.0,145,18
5806,2,1.0,115,0
9623,3,1.0,25,-10
5126,2,0.5,290,-16
3088,1,1.5,175,-18
9136,3,0.5,190,-18
14769,4,1.0,80,-8
9006,3,0.5,190,16
8350,3,0.5,160,6
14736,4,1.0,240,10
438,1,0.5,250,16
7745,2,1.5,60,14
8588,3,0.5,50,20
13286,4,0.5,140,8
5301,2,0.5,190,-2
14691,4,1.0,15,4
13248,4,0.5,275,16
5187,2,0.5,270,-20
7271,2,1.5,290,-10
12558,4,0.5,75,-20
15654,4,1.5,280,-2
9122,3,0.5,120,-4
2439,1,1.0,180,-14
8890,3,0.5,260,-6
3428,1,1.5,250,-10
13972,4,1.0,320,-6
4508,2,0.5,125,8
13412,4,0.5,120,8
2383,1,1.0,225,0
11618,3,1.5,250,-10
6632,2,1.0,20,14
13739,4,1.0,130,-10
10534,3,1.0,30,6
10175,3,1.0,185,2
2011,1,1.0,315,12
6857,2,1.5,170,2
15682,4,1.5,95,12
776,1,0.5,315,20
15882,4,1.5,120,-8
14687,4,1.0,320,-4
11898,3,1.5,25,4
13786,4,1.0,40,0
3589,1,1.5,80,18
13514,4,0.5,305,2
6917,2,1.5,145,-4
8128,2,1.5,25,-18
7644,2,1.5,205,-20
1325,1,0.5,135,-16
16105,4,1.5,260,18
943,1,0.5,175,18
3924,1,1.5,130,16
16371,4,1.5,290,4
3966,1,1.5,15,16
8345,3,0.5,135,-4
1637,1,1.0,70,20
682,1,0.5,170,0
2087,1,1.0,45,-4
2210,1,1.0,10,-10
11533,3,1.5,150,-12
945,1,0.5,185,-20
1182,1,0.5,70,-8
14272,4,1.0,195,6
12296,4,0.5,65,2
2566,1,1.0,165,-12
13356,4,0.5,165,-20
7256,2,1.5,215,2
9563,3,1.0,50,-4
9010,3,0.5,210,-18
2330,1,1.0,285,20
11993,3,1.5,175,-16
1370,1,1.0,35,-10
10846,3,1.0,290,0
3418,1,1.5,200,12
5638,2,1.0,250,0
6440,2,1.0,35,8
12984,4,0.5,255,-8
859,1,0.5,80,18
12982,4,0.5,245,-12
5213,2,0.5,75,-10
15507,4,1.5,195,-2
11105,3,1.5,285,14
14959,4,1.0,55,-6
2691,1,1.0,140,-14
10143,3,1.0,25,-20
14792,4,1.0,195,-4
13433,4,0.5,225,8
599,1,0.5,80,2
10017,3,1.0,45,-20
15082,4,1.5,20,-12
10107,3,1.0,170,-8
9798,3,1.0,250,4
10199,3,1.0,305,8
2651,1,1.0,265,-10
11953,3,1.5,300,-12
4525,2,0.5,210,0
2844,1,1.5,255,-2
9996,3,1.0,265,-20
4230,2,0.5,35,-2
13144,4,0.5,80,18
2501,1,1.0,165,-16
5007,2,0.5,20,-2
2601,1,1.0,15,16
9611,3,1.0,290,8
9236,3,0.5,40,14
14611,4,1.0,265,12
2500,1,1.0,160,-18
1010,1,0.5,185,-16
5765,2,1.0,235,2
2749,1,1.5,105,18
2856,1,1.5,315,-20
11959,3,1.5,330,0
15843,4,1.5,250,-2
10727,3,1.0,20,14
8733,3,0.5,125,16
13177,4,0.5,245,0
8369,3,0.5,255,2
1054,1,0.5,80,-12
588,1,0.5,25,-20
7735,2,1.5,10,-6
12406,4,0.5,290,12
11258,3,1.5,75,-16
5727,2,1.0,45,10
7265,2,1.5,260,20
16121,4,1.5,15,8
3902,1,1.5,20,14
11775,3,1.5,60,10
8979,3,0.5,55,4
13492,4,0.5,195,0
13230,4,0.5,185,-20
14134,4,1.0,155,-18
5237,2,0.5,195,-4
14112,4,1.0,45,-20
15239,4,1.5,155,8
15104,4,1.5,130,-10
1200,1,0.5,160,-14
2249,1,1.0,205,-16
12992,4,0.5,295,8
6182,2,1.0,45,-4
9774,3,1.0,130,-2
14117,4,1.0,70,-10
4474,2,0.5,280,-18
1132,1,0.5,145,18
5620,2,1.0,160,6
3562,1,1.5,270,6
6324,2,1.0,105,-14
15784,4,1.5,280,6
15878,4,1.5,100,-16
20,1,0.5,110,20
7238,2,1.5,125,8
4620,2,0.5,35,-20
7456,2,1.5,240,-18
6673,2,1.0,225,12
15735,4,1.5,35,-8
5975,2,1.0,310,2
1228,1,0.5,300,0
15734,4,1.5,30,-10
8512,3,0.5,320,-6
11380,3,1.5,35,18
11696,3,1.5,315,20
11948,3,1.5,275,20
6979,2,1.5,130,-6
4265,2,0.5,210,-16
9586,3,1.0,165,0
12739,4,0.5,330,6
1456,1,1.0,140,-6
4848,2,0.5,200,16
12768,4,0.5,150,-20
9451,3,0.5,140,-18
10184,3,1.0,230,20
9407,3,0.5,245,20
10139,3,1.0,330,14
7774,2,1.5,205,-12
1309,1,0.5,55,-6
5826,2,1.0,215,-2
2971,1,1.5,240,0
4305,2,0.5,85,-20
11751,3,1.5,265,4
1189,1,0.5,105,6
938,1,0.5,150,8
274,1,0.5,80,-18
14617,4,1.0,295,-18
16187,4,1.5,20,14
15571,4,1.5,190,0
9598,3,1.0,225,-18
12061,3,1.5,190,-6
5054,2,0.5,255,8
4538,2,0.5,275,-16
664,1,0.5,80,6
15102,4,1.5,120,-14
2988,1,1.5,325,-8
4935,2,0.5,310,-20
12890,4,0.5,110,14
13870,4,1.0,135,0
8462,3,0.5,70,20
9231,3,0.5,15,4
12893,4,0.5,125,20
13714,4,1.0,330,-18
14991,4,1.0,215,16
3847,1,1.5,70,-12
12257,3,1.5,195,8
7359,2,1.5,80,-2
11130,3,1.5,85,-20
11699,3,1.5,330,-16
13706,4,1.0,290,8
3268,1,1.5,100,6
3129,1,1.5,55,-20
11611,3,1.5,215,18
15837,4,1.5,220,-14
6446,2,1.0,65,20
4405,2,0.5,260,12
11547,3,1.5,220,16
16020,4,1.5,160,16
11128,3,1.5,75,18
16204,4,1.5,105,6
12881,4,0.5,65,-4
6901,2,1.5,65,6
3607,1,1.5,170,12
13011,4,0.5,65,4
2515,1,1.0,235,12
14095,4,1.0,285,-12
3715,1,1.5,60,18
10579,3,1.0,255,12
8981,3,0.5,65,8
1554,1,1.0,305,-20
12704,4,0.5,155,20
6160,2,1.0,260,-6
6423,2,1.0,275,16
13688,4,1.0,200,14
2117,1,1.0,195,14
10596,3,1.0,15,4
14090,4,1.0,260,20
13984,4,1.0,55,18
6087,2,1.0,220,16
3567,1,1.5,295,16
7582,2,1.5,220,-18
687,1,0.5,195,10
7408,2,1.5,325,12
16065,4,1.5,60,-20
9635,3,1.0,85,14
1419,1,1.0,280,4
13812,4,1.0,170,10
865,1,0.5,110,-12
609,1,0.5,130,-20
276,1,0.5,90,-14
3501,1,1.5,290,10
370,1,0.5,235,6
6370,2,1.0,10,-6
14035,4,1.0,310,-6
2740,1,1.5,60,0
15073,4,1.5,300,12
1513,1,1.0,100,-18
5103,2,0.5,175,-20
4974,2,0.5,180,16
6684,2,1.0,280,-8
4109,2,0.5,80,8
1446,1,1.0,90,16
3211,1,1.5,140,18
8101,2,1.5,215,12
2147,1,1.0,20,-10
11568,3,1.5,325,16
6873,2,1.5,250,-8
3721,1,1.5,90,-12
12415,4,0.5,10,-12
3634,1,1.5,305,-18
9138,3,0.5,200,-14
11172,3,1.5,295,-20
14541,4,1.0,240,-2
5717,2,1.0,320,-10
607,1,0.5,120,18
15727,4,1.5,320,18
9258,3,0.5,150,16
15299,4,1.5,130,2
13479,4,0.5,130,16
4809,2,0.5,330,-20
3349,1,1.5,180,0
5308,2,0.5,225,12
2552,1,1.0,95,2
2545,1,1.0,60,-12
13141,4,0.5,65,12
4541,2,0.5,290,-10
8609,3,0.5,155,20
25,1,0.5,135,-12
6534,2,1.0,180,-14
14788,4,1.0,175,-12
6658,2,1.0,150,-18
10499,3,1.0,180,20
2140,1,1.0,310,18
14926,4,1.0,215,12
10015,3,1.0,35,18
14842,4,1.0,120,12
1740,1,1.0,260,16
9072,3,0.5,195,-20
11588,3,1.5,100,14
7775,2,1.5,210,-10
14972,4,1.0,120,20
5003,2,0.5,325,-10
12211,3,1.5,290,0
6942,2,1.5,270,4
15326,4,1.5,265,14
9341,3,0.5,240,14
10891,3,1.0,190,6
2417,1,1.0,70,-16
9472,3,0.5,245,-18
11546,3,1.5,215,14
6225,2,1.0,260,-2
6013,2,1.0,175,-6
163,1,0.5,175,12
12547,4,0.5,20,0
8446,3,0.5,315,-12
16229,4,1.5,230,14
5949,2,1.0,180,-8
4894,2,0.5,105,-18
6775,2,1.0,85,6
1736,1,1.0,240,8
1131,1,0.5,140,16
8641,3,0.5,315,0
14349,4,1.0,255,-8
2437,1,1.0,170,-18
7848,2,1.5,250,10
3098,1,1.5,225,2
10221,3,1.0,90,10
16368,4,1.5,275,-2
14599,4,1.0,205,-12
6414,2,1.0,230,-2
15315,4,1.5,210,-8
6987,2,1.5,170,10
3199,1,1.5,80,-6
11112,3,1.5,320,-14
13854,4,1.0,55,10
15068,4,1.5,275,2
4639,2,0.5,130,18
5375,2,0.5,235,20
290,1,0.5,160,14
5176,2,0.5,215,0
306,1,0.5,240,4
15420,4,1.5,85,-8
16050,4,1.5,310,-8
15084,4,1.5,30,-8
2338,1,1.0,325,-6
1465,1,1.0,185,12
9481,3,0.5,290,0
8146,2,1.5,115,18
11036,3,1.5,265,2
13255,4,0.5,310,-12
5224,2,0.5,130,12
10081,3,1.0,40,-18
4019,1,1.5,280,-4
7903,2,1.5,200,-6
1467,1,1.0,195,16
4625,2,0.5,60,-10
5397,2,0.5,20,-20
6293,2,1.0,275,8
9692,3,1.0,45,2
9719,3,1.0,180,14
8230,3,0.5,210,18
1788,1,1.0,175,-14
10725,3,1.0,10,10
3689,1,1.5,255,8
2771,1,1.5,215,20
11608,3,1.5,200,12
16355,4,1.5,210,14
7508,2,1.5,175,2
6961,2,1.5,40,0
6892,2,1.5,20,-12
420,1,0.5,160,-20
5162,2,0.5,145,14
1510,1,1.0,85,18
2815,1,1.5,110,-18
5507,2,1.0,245,-10
16035,4,1.5,235,4
3482,1,1.5,195,14
2955,1,1.5,160,10
10370,3,1.0,185,14
2649,1,1.0,255,-14
7600,2,1.5,310,18
14362,4,1.0,320,18
10787,3,1.0,320,8
3707,1,1.5,20,2
12100,3,1.5,60,-12
6448,2,1.0,75,-18
7574,2,1.5,180,8
8206,3,0.5,90,12
10551,3,1.0,115,-2
3311,1,1.5,315,8
4283,2,0.5,300,20
6910,2,1.5,110,-18
8167,2,1.5,220,18
14536,4,1.0,215,-12
5076,2,0.5,40,10
14694,4,1.0,30,10
4511,2,0.5,140,14
15,1,0.5,85,10
4844,2,0.5,180,8
798,1,0.5,100,-20
5077,2,0.5,45,12
1677,1,1.0,270,16
14118,4,1.0,75,-8
3306,1,1.5,290,-2
7892,2,1.5,145,14
432,1,0.5,220,4
10153,3,1.0,75,0
4488,2,0.5,25,10
168,1,0.5,200,-20
4042,1,1.5,70,0
11754,3,1.5,280,10
8991,3,0.5,115,-14
6544,2,1.0,230,6
7601,2,1.5,315,20
6310,2,1.0,35,0
5764,2,1.0,230,0
3944,1,1.5,230,14
3705,1,1.5,10,-2
4406,2,0.5,265,14
14382,4,1.0,95,16
8233,3,0.5,225,-18
14462,4,1.0,170,8
5156,2,0.5,115,2
13374,4,0.5,255,16
14967,4,1.0,95,10
14938,4,1.0,275,-6
12289,4,0.5,30,-12
968,1,0.5,300,-16
11133,3,1.5,100,-14
14186,4,1.0,90,2
10161,3,1.0,115,16
9757,3,1.0,45,6
14909,4,1.0,130,20
9565,3,1.0,60,0
3266,1,1.5,90,2
12616,4,0.5,40,12
2063,1,1.0,250,-10
429,1,0.5,205,-2
5468,2,1.0,50,-4
10296,3,1.0,140,-8
10854,3,1.0,330,16
4551,2,0.5,15,10
371,1,0.5,240,8
10411,3,1.0,65,12
7025,2,1.5,35,2
10434,3,1.0,180,16
6270,2,1.0,160,4
14791,4,1.0,190,-6
16310,4,1.5,310,8
4893,2,0.5,100,-20
1561,1,1.0,15,-6
1406,1,1.0,215,20
2452,1,1.0,245,12
1376,1,1.0,65,2
7620,2,1.5,85,16
12434,4,0.5,105,-16
9389,3,0.5,155,-16
4890,2,0.5,85,16
5174,2,0.5,205,-4
15866,4,1.5,40,2
5445,2,0.5,260,-8
14107,4,1.0,20,12
12213,3,1.5,300,4
8392,3,0.5,45,6
7865,2,1.5,10,2
3886,1,1.5,265,-18
15307,4,1.5,170,18
2807,1,1.5,70,8
1272,1,0.5,195,4
6007,2,1.0,145,-18
3953,1,1.5,275,-10
5457,2,0.5,320,16
4868,2,0.5,300,14
15372,4,1.5,170,-20
2168,1,1.0,125,-10
13413,4,0.5,125,10
7051,2,1.5,165,12
6096,2,1.0,265,-8
6700,2,1.0,35,-18
5536,2,1.0,65,6
3034,1,1.5,230,0
14066,4,1.0,140,14
1213,1,0.5,225,12
16087,4,1.5,170,-18
1216,1,0.5,240,18
5614,2,1.0,130,-6
13502,4,0.5,245,20
5243,2,0.5,225,8
7813,2,1.5,75,-18
15306,4,1.5,165,16
13117,4,0.5,270,6
2270,1,1.0,310,-16
5799,2,1.0,80,-14
1845,1,1.0,135,16
12517,4,0.5,195,-18
13156,4,0.5,140,0
11292,3,1.5,245,10
6476,2,1.0,215,-4
4679,2,0.5,330,14
12511,4,0.5,165,12
1381,1,1.0,90,12
11940,3,1.5,235,4
6173,2,1.0,325,20
8934,3,0.5,155,-2
10284,3,1.0,80,10
398,1,0.5,50,20
16047,4,1.5,295,-14
5900,2,1.0,260,20
665,1,0.5,85,8
16259,4,1.5,55,-10
13320,4,0.5,310,-8
5589,2,1.0,330,-14
965,1,0.5,285,20
12716,4,0.5,215,2
6634,2,1.0,30,18
4152,2,0.5,295,10
2921,1,1.5,315,-16
6925,2,1.5,185,12
3280,1,1.5,160,-12
2177,1,1.0,170,8
12259,3,1.5,205,12
11250,3,1.5,35,10
8406,3,0.5,115,-8
5785,2,1.0,10,0
4347,2,0.5,295,-20
9390,3,0.5,160,-14
5023,2,0.5,100,-12
4671,2,0.5,290,-2
5372,2,0.5,220,14
259,1,0.5,330,-6
11538,3,1.5,175,-2
12194,3,1.5,205,8
1383,1,1.0,100,16
6223,2,1.0,250,-6
11805,3,1.5,210,-14
16091,4,1.5,190,-10
16271,4,1.5,115,14
14547,4,1.0,270,10
194,1,0.5,330,-10
6474,2,1.0,205,-8
6484,2,1.0,255,12
1729,1,1.0,205,-6
4902,2,0.5,145,-2
2271,1,1.0,315,-14
9773,3,1.0,125,-4
10277,3,1.0,45,-4
6685,2,1.0,285,-6
1886,1,1.0,15,14
344,1,0.5,105,-4
9202,3,0.5,195,-12
2891,1,1.5,165,8
6036,2,1.0,290,-2
7968,2,1.5,200,-2
3253,1,1.5,25,18
11716,3,1.5,90,18
13270,4,0.5,60,18
11321,3,1.5,65,-16
14832,4,1.0,70,-8
443,1,0.5,275,-16
15255,4,1.5,235,-2
15814,4,1.5,105,-18
905,1,0.5,310,-16
12433,4,0.5,100,-18
4223,2,0.5,325,-16
10421,3,1.0,115,-10
6491,2,1.0,290,-16
15706,4,1.5,215,18
5337,2,0.5,45,-14
11348,3,1.5,200,-4
12794,4,0.5,280,-10
9718,3,1.0,175,12
1587,1,1.0,145,4
13300,4,0.5,210,-6
7323,2,1.5,225,10
12507,4,0.5,145,4
6384,2,1.0,80,-20
15568,4,1.5,175,-6
3239,1,1.5,280,-10
4649,2,0.5,180,-4
9701,3,1.0,90,20
15897,4,1.5,195,-20
8229,3,0.5,205,16
7770,2,1.5,185,-20
4319,2,0.5,155,8
9758,3,1.0,50,8
4683,2,0.5,25,-20
14804,4,1.0,255,20
13748,4,1.0,175,8
16288,4,1.5,200,6
476,1,0.5,115,8
5296,2,0.5,165,-12
14289,4,1.0,280,-2
2828,1,1.5,175,8
5973,2,1.0,300,-2
16341,4,1.5,140,-14
13424,4,0.5,180,-10
3637,1,1.5,320,-12
3210,1,1.5,135,16
12460,4,0.5,235,-6
11325,3,1.5,85,-8
10677,3,1.0,95,-2
4983,2,0.5,225,-8
6590,2,1.0,135,14
13837,4,1.0,295,18
10177,3,1.0,195,6
14185,4,1.0,85,0
7068,2,1.5,250,4
347,1,0.5,120,2
7785,2,1.5,260,10
11504,3,1.5,330,14
816,1,0.5,190,16
12136,3,1.5,240,18
722,1,0.5,45,-4
15661,4,1.5,315,12
2320,1,1.0,235,0
11041,3,1.5,290,12
3917,1,1.5,95,2
9519,3,0.5,155,-8
14731,4,1.0,215,0
15146,4,1.5,15,-10
10031,3,1.0,115,8
3702,1,1.5,320,-8
1477,1,1.0,245,-6
2408,1,1.0,25,8
8975,3,0.5,35,-4
3889,1,1.5,280,-12
3156,1,1.5,190,-8
4846,2,0.5,190,12
3936,1,1.5,190,-2
15445,4,1.5,210,0
715,1,0.5,10,-18
10032,3,1.0,120,10
1880,1,1.0,310,2
4281,2,0.5,290,16
5863,2,1.0,75,-12
10071,3,1.0,315,4
12239,3,1.5,105,14
12474,4,0.5,305,-20
14174,4,1.0,30,20
1357,1,0.5,295,6
3926,1,1.5,140,20
16372,4,1.5,295,6
309,1,0.5,255,10
3574,1,1.5,330,-12
14558,4,1.0,325,-10
3488,1,1.5,225,-16
14639,4,1.0,80,-16
15090,4,1.5,60,4
6284,2,1.0,230,-10
8657,3,0.5,70,-10
565,1,0.5,235,18
6677,2,1.0,245,20
2826,1,1.5,165,4
3240,1,1.5,285,-8
11022,3,1.5,195,16
9799,3,1.0,255,6
1332,1,0.5,170,-2
8905,3,0.5,10,-18
7652,2,1.5,245,-4
1545,1,1.0,260,4
4830,2,0.5,110,-20
3866,1,1.5,165,-16
5813,2,1.0,150,14
12579,4,0.5,180,-20
4276,2,0.5,265,6
8830,3,0.5,285,0
7355,2,1.5,60,-10
13175,4,0.5,235,-4
8257,3,0.5,20,-12
4079,1,1.5,255,-10
4334,2,0.5,230,-4
14384,4,1.0,105,20
9443,3,0.5,100,8
209,1,0.5,80,20
10736,3,1.0,65,-10
2223,1,1.0,75,16
10478,3,1.0,75,20
13781,4,1.0,15,-10
11642,3,1.5,45,-4
15875,4,1.5,85,20
1345,1,0.5,235,-18
2666,1,1.0,15,20
9831,3,1.0,90,-14
7040,2,1.5,110,-10
1481,1,1.0,265,2
12366,4,0.5,90,16
11633,3,1.5,325,20
9360,3,0.5,10,10
3963,1,1.5,325,10
6113,2,1.0,25,-16
151,1,0.5,115,-12
8664,3,0.5,105,4
12307,4,0.5,120,-18
5582,2,1.0,295,14
1255,1,0.5,110,12
7094,2,1.5,55,14
16242,4,1.5,295,-2
10239,3,1.0,180,4
4929,2,0.5,280,10
2402,1,1.0,320,-4
535,1,0.5,85,0
6566,2,1.0,15,8
1915,1,1.0,160,-12
12278,3,1.5,300,8
7021,2,1.5,15,-6
6908,2,1.5,100,20
714,1,0.5,330,-20
3079,1,1.5,130,6
4730,2,0.5,260,-10
10637,3,1.0,220,2
12233,3,1.5,75,2
7822,2,1.5,120,0
12157,3,1.5,20,18
2292,1,1.0,95,-14
3546,1,1.5,190,16
5508,2,1.0,250,-8
5731,2,1.0,65,18
4666,2,0.5,265,-12
8023,2,1.5,150,-18
214,1,0.5,105,-12
10358,3,1.0,125,-10
8787,3,0.5,70,-2
10288,3,1.0,100,18
1179,1,0.5,55,-14
2414,1,1.0,55,20
7436,2,1.5,140,-16
16213,4,1.5,150,-18
5091,2,0.5,115,-2
3528,1,1.5,100,-20
14524,4,1.0,155,6
10197,3,1.0,295,4
4997,2,0.5,295,20
1882,1,1.0,320,6
9461,3,0.5,190,2
2867,1,1.5,45,2
14206,4,1.0,190,0
15487,4,1.5,95,0
9561,3,1.0,40,-8
11076,3,1.5,140,-2
9143,3,0.5,225,-4
9492,3,0.5,20,-20
14251,4,1.0,90,6
16360,4,1.5,235,-18
5808,2,1.0,125,4
6262,2,1.0,120,-12
10870,3,1.0,85,6
922,1,0.5,70,18
634,1,0.5,255,-12
13586,4,0.5,15,20
2407,1,1.0,20,6
7458,2,1.5,250,-14
2632,1,1.0,170,-6
15668,4,1.5,25,-16
15413,4,1.5,50,20
1916,1,1.0,165,-10
809,1,0.5,155,2
12302,4,0.5,95,14
9982,3,1.0,195,-6
1564,1,1.0,30,0
4869,2,0.5,305,16
1778,1,1.0,125,8
9125,3,0.5,135,2
13867,4,1.0,120,-6
15063,4,1.5,250,-8
4055,1,1.5,135,-16
4707,2,0.5,145,-14
9020,3,0.5,260,2
7851,2,1.5,265,16
1842,1,1.0,120,10
4341,2,0.5,265,10
3600,1,1.5,135,-2
4493,2,0.5,50,20
2682,1,1.0,95,10
10236,3,1.0,165,-2
13221,4,0.5,140,4
12191,3,1.5,190,2
2630,1,1.0,160,-10
9849,3,1.0,180,-20
2018,1,1.0,25,-16
9251,3,0.5,115,2
14719,4,1.0,155,18
9573,3,1.0,100,16
2555,1,1.0,110,8
6598,2,1.0,175,-12
14371,4,1.0,40,-6
15562,4,1.5,145,-18
745,1,0.5,160,0
6955,2,1.5,10,-12
14441,4,1.0,65,8
14440,4,1.0,60,6
14751,4,1.0,315,-2
10274,3,1.0,30,-10
7253,2,1.5,200,-4
6532,2,1.0,170,-18
13874,4,1.0,155,8
1134,1,0.5,155,-20
1662,1,1.0,195,-14
13708,4,1.0,300,12
2458,1,1.0,275,-18
16061,4,1.5,40,14
7623,2,1.5,100,-20
5370,2,0.5,210,10
14415,4,1.0,260,-2
311,1,0.5,265,14
14539,4,1.0,230,-6
5141,2,0.5,40,14
3010,1,1.5,110,-6
5878,2,1.0,150,18
626,1,0.5,215,14
3292,1,1.5,220,12
11018,3,1.5,175,8
8296,3,0.5,215,-18
7104,2,1.5,105,-8
4183,2,0.5,125,-12
12791,4,0.5,265,-16
402,1,0.5,70,-14
12491,4,0.5,65,14
10532,3,1.0,20,2
14978,4,1.0,150,-10
8150,2,1.5,135,-16
465,1,0.5,60,-14
777,1,0.5,320,-20
14043,4,1.0,25,10
2138,1,1.0,300,14
5380,2,0.5,260,-12
10486,3,1.0,115,-6
5396,2,0.5,15,20
14260,4,1.0,135,-18
10864,3,1.0,55,-6
12346,4,0.5,315,18
15166,4,1.5,115,-12
7648,2,1.5,225,-12
12390,4,0.5,210,-20
2683,1,1.0,100,12
8776,3,0.5,15,18
5755,2,1.0,185,-18
12677,4,0.5,20,8
11743,3,1.5,225,-12
483,1,0.5,150,-20
6072,2,1.0,145,-14
4698,2,0.5,100,10
11140,3,1.5,135,0
3221,1,1.5,190,-4
5028,2,0.5,125,-2
9807,3,1.0,295,-20
10180,3,1.0,210,12
472,1,0.5,95,0
4630,2,0.5,85,0
10228,3,1.0,125,-18
11515,3,1.5,60,-6
11024,3,1.5,205,20
16159,4,1.5,205,0
4091,1,1.5,315,14
2522,1,1.0,270,-16
9397,3,0.5,195,0
8213,3,0.5,125,-16
10213,3,1.0,50,-6
5184,2,0.5,255,16
10667,3,1.0,45,20
4108,2,0.5,75,6
8984,3,0.5,80,14
11524,3,1.5,105,12
9917,3,1.0,195,-10
7367,2,1.5,120,14
12894,4,0.5,130,-20
10802,3,1.0,70,-4
3733,1,1.5,150,12
5523,2,1.0,325,-20
5634,2,1.0,230,-8
1517,1,1.0,120,-10
15165,4,1.5,110,-14
3894,1,1.5,305,-2
427,1,0.5,195,-6
4189,2,0.5,155,0
2204,1,1.0,305,20
793,1,0.5,75,12
9419,3,0.5,305,2
13644,4,0.5,305,10
7282,2,1.5,20,12
8240,3,0.5,260,-4
10033,3,1.0,125,12
6399,2,1.0,155,10
4257,2,0.5,170,10
2757,1,1.5,145,-8
10615,3,1.0,110,0
4754,2,0.5,55,-4
14253,4,1.0,100,10
7734,2,1.5,330,-8
15639,4,1.5,205,10
5539,2,1.0,80,12
4513,2,0.5,150,18
4700,2,0.5,110,14
14794,4,1.0,205,0
10367,3,1.0,170,8
11518,3,1.5,75,0
5348,2,0.5,100,8
13827,4,1.0,245,-2
11601,3,1.5,165,-2
3070,1,1.5,85,-12
129,1,0.5,330,-14
7788,2,1.5,275,16
12680,4,0.5,35,14
12505,4,0.5,135,0
11004,3,1.5,105,-20
12361,4,0.5,65,6
10889,3,1.0,180,2
930,1,0.5,110,-8
8553,3,0.5,200,-8
6144,2,1.0,180,4
6897,2,1.5,45,-2
12408,4,0.5,300,16
2704,1,1.0,205,12
1417,1,1.0,270,0
5181,2,0.5,240,10
13538,4,0.5,100,8
9471,3,0.5,240,-20
7058,2,1.5,200,-16
15001,4,1.0,265,-6
3415,1,1.5,185,6
7874,2,1.5,55,20
8388,3,0.5,25,-2
12832,4,0.5,145,-18
2344,1,1.0,30,6
10958,3,1.5,200,14
11249,3,1.5,30,8
8569,3,0.5,280,-18
7960,2,1.5,160,-18
9398,3,0.5,200,2
13062,4,0.5,320,-20
5622,2,1.0,170,10
187,1,0.5,295,18
15479,4,1.5,55,-16
4012,1,1.5,245,-18
2209,1,1.0,330,-12
7810,2,1.5,60,18
8269,3,0.5,80,12
5004,2,0.5,330,-8
9091,3,0.5,290,18
11231,3,1.5,265,14
10445,3,1.0,235,-4
10865,3,1.0,60,-4
12002,3,1.5,220,2
12113,3,1.5,125,14
13601,4,0.5,90,8
16337,4,1.5,120,20
7223,2,1.5,50,20
15523,4,1.5,275,-12
14080,4,1.0,210,0
14937,4,1.0,270,-8
9121,3,0.5,115,-6
9903,3,1.0,125,4
8519,3,0.5,30,8
2284,1,1.0,55,12
11221,3,1.5,215,-6
10543,3,1.0,75,-18
12001,3,1.5,215,0
2789,1,1.5,305,14
416,1,0.5,140,14
2503,1,1.0,175,-12
14498,4,1.0,25,-4
5010,2,0.5,35,4
706,1,0.5,290,6
13222,4,0.5,145,6
16374,4,1.5,305,10
54,1,0.5,280,4
12884,4,0.5,80,2
14311,4,1.0,65,0
10106,3,1.0,165,-10
4568,2,0.5,100,2
5386,2,0.5,290,0
5025,2,0.5,110,-8
2481,1,1.0,65,-14
5107,2,0.5,195,-12
10117,3,1.0,220,12
14273,4,1.0,200,8
10171,3,1.0,165,-6
13765,4,1.0,260,0
5292,2,0.5,145,-20
11512,3,1.5,45,-12
15435,4,1.5,160,-20
16353,4,1.5,200,10
3706,1,1.5,15,0
6954,2,1.5,330,-14
11446,3,1.5,40,-18
1373,1,1.0,50,-4
6817,2,1.0,295,6
6197,2,1.0,120,-16
6192,2,1.0,95,16
7371,2,1.5,140,-20
304,1,0.5,230,0
5889,2,1.0,205,-2
7876,2,1.5,65,-18
2910,1,1.5,260,4
6741,2,1.0,240,-20
2046,1,1.0,165,-2
16098,4,1.5,225,4
9016,3,0.5,240,-6
3492,1,1.5,245,-8
1701,1,1.0,65,-20
159,1,0.5,155,4
3323,1,1.5,50,-10
15225,4,1.5,85,-20
11972,3,1.5,70,-16
5772,2,1.0,270,16
9863,3,1.0,250,8
6047,2,1.0,20,20
5417,2,0.5,120,20
15811,4,1.5,90,18
1503,1,1.0,50,4
210,1,0.5,85,-20
10938,3,1.5,100,16
2023,1,1.0,50,-6
16032,4,1.5,220,-2
2290,1,1.0,85,-18
10563,3,1.0,175,-20
3680,1,1.5,210,-10
3942,1,1.5,220,10
3857,1,1.5,120,8
13859,4,1.0,80,20
11529,3,1.5,130,-20
13933,4,1.0,125,0
16258,4,1.5,50,-12
4032,1,1.5,20,-20
6618,2,1.0,275,-14
490,1,0.5,185,-6
10856,3,1.0,15,20
15075,4,1.5,310,16
9904,3,1.0,130,6
14627,4,1.0,20,2
6960,2,1.5,35,-2
8882,3,0.5,220,20
14023,4,1.0,250,12
3345,1,1.5,160,-8
15731,4,1.5,15,-16
11681,3,1.5,240,-10
2599,1,1.0,330,12
3881,1,1.5,240,14
13033,4,0.5,175,6
5164,2,0.5,155,18
10898,3,1.0,225,20
4905,2,0.5,160,4
13406,4,0.5,90,-4
727,1,0.5,70,6
8002,2,1.5,45,-18
3907,1,1.5,45,-18
1954,1,1.0,30,-18
